id,matchId,matchPeriod,minute,second,matchTimestamp,videoTimestamp,relatedEventId,shot,groundDuel,aerialDuel,infraction,carry,type.primary,type.secondary,location.x,location.y,team.id,team.name,team.formation,opponentTeam.id,opponentTeam.name,opponentTeam.formation,player.id,player.name,player.position,pass.accurate,pass.angle,pass.height,pass.length,pass.recipient,pass.endLocation,possession.id,possession.duration,possession.types,possession.eventsNumber,possession.eventIndex,possession.startLocation,possession.endLocation,possession.team,possession.attack,pass,carry.progression,carry.endLocation,groundDuel.opponent,groundDuel.duelType,groundDuel.keptPossession,groundDuel.progressedWithBall,groundDuel.stoppedProgress,groundDuel.recoveredPossession,groundDuel.takeOn,groundDuel.side,groundDuel.relatedDuelId,possession,infraction.yellowCard,infraction.redCard,infraction.type,infraction.opponent,aerialDuel.opponent,aerialDuel.firstTouch,aerialDuel.height,aerialDuel.relatedDuelId,shot.bodyPart,shot.isGoal,shot.onTarget,shot.goalZone,shot.xg,shot.postShotXg,shot.goalkeeperActionId,shot.goalkeeper,competition_id,season_id,location
2387592686,5664345,2H,60,3,01:00:03.960,3618.96092,2387591906.0,,,,,,infraction,"['foul', 'yellow_card']",74.0,77.0,8067,Seattle Sounders,4-4-2,7847,Los Angeles Galaxy,4-3-3,364046,C. Roldán,LCMF,,,,,,,2387591903.0,5.3043385,[],6.0,5.0,"{'x': 11, 'y': 17}","{'x': 26, 'y': 23}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,True,False,regular_foul,"{'id': 532467, 'name': 'Riqui Puig', 'position': 'LCMF3'}",,,,,,,,,,,,,869,189518,
2387591907,5664345,2H,60,27,01:00:27.199,3642.199123,2387591908.0,,,,,,free_kick,[],28.0,20.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,0,,,True,22.0,,10.0,"{'id': 532467, 'name': 'Riqui Puig', 'position': 'LCMF3'}","{'x': 37, 'y': 26}",2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,0.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387591908,5664345,2H,60,35,01:00:35.217,3650.217268,2387591909.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",37.0,26.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,532467,Riqui Puig,LCMF3,True,83.0,,33.0,"{'id': 419011, 'name': 'M. Yamane', 'position': 'RB'}","{'x': 41, 'y': 74}",2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,1.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387591909,5664345,2H,60,38,01:00:38.865,3653.865692,2387591910.0,,,,,,pass,"['forward_pass', 'short_or_medium_pass']",41.0,74.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,419011,M. Yamane,RB,True,39.0,,20.0,"{'id': 605340, 'name': 'Gabriel Pec', 'position': 'RWF'}","{'x': 56, 'y': 92}",2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,2.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387591910,5664345,2H,60,41,01:00:41.889,3656.889851,2387591911.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",56.0,92.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,605340,Gabriel Pec,RWF,True,-153.0,,22.0,"{'id': 419011, 'name': 'M. Yamane', 'position': 'RB'}","{'x': 37, 'y': 78}",2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,3.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387591911,5664345,2H,60,44,01:00:44.769,3659.769438,2387591912.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",37.0,78.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,419011,M. Yamane,RB,True,-135.0,,14.0,"{'id': 762180, 'name': 'C. Garcés', 'position': 'RCB'}","{'x': 28, 'y': 63}",2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,4.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387591912,5664345,2H,60,46,01:00:46.681,3661.681673,2387591913.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",28.0,63.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,762180,C. Garcés,RCB,True,-63.0,,31.0,"{'id': 532467, 'name': 'Riqui Puig', 'position': 'LCMF3'}","{'x': 41, 'y': 22}",2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,5.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387591913,5664345,2H,60,49,01:00:49.753,3664.753939,2387591914.0,,,,,,pass,"['forward_pass', 'short_or_medium_pass']",41.0,22.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,532467,Riqui Puig,LCMF3,True,-32.0,,22.0,"{'id': 403242, 'name': 'J. Nelson', 'position': 'LB'}","{'x': 59, 'y': 5}",2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,6.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387591914,5664345,2H,60,52,01:00:52.338,3667.338479,2387591915.0,,,,,,pass,"['deep_completion', 'forward_pass', 'pass_to_final_third', 'pass_to_penalty_area', 'progressive_pass', 'short_or_medium_pass']",59.0,5.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,403242,J. Nelson,LB,True,21.0,,38.0,"{'id': 507276, 'name': 'J. Paintsil', 'position': 'LWF'}","{'x': 93, 'y': 25}",2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,7.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387591915,5664345,2H,60,55,01:00:55.273,3670.273459,2387591916.0,,,,,,touch,"['loss', 'touch_in_box']",93.0,25.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,507276,J. Paintsil,LWF,,,,,,,2387591907.0,28.666306,"['set_piece_attack', 'free_kick']",9.0,8.0,"{'x': 28, 'y': 20}","{'x': 96, 'y': 15}","{'id': 7847, 'name': 'Los Angeles Galaxy', 'formation': '4-3-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,189518,
2387592687,5664345,2H,60,56,01:00:56.457,3671.457399,2387592688.0,,,,,,duel,"['defensive_duel', 'ground_duel', 'recovery']",4.0,85.0,8067,Seattle Sounders,4-4-2,7847,Los Angeles Galaxy,4-3-3,340392,Nathan,RCB,,,,,,,2387592687.0,4.8071035,['transition_low'],4.0,0.0,"{'x': 4, 'y': 85}","{'x': 37, 'y': 68}","{'id': 8067, 'name': 'Seattle Sounders', 'formation': '4-4-2'}",,,,,"{'id': 507276, 'name': 'J. Paintsil', 'position': 'LWF'}",defensive_duel,,,True,True,False,,2387591916.0,,,,,,,,,,,,,,,,,,869,189518,
2387591916,5664345,2H,60,56,01:00:56.584,3671.584012,2387592688.0,,,,,,duel,"['ground_duel', 'offensive_duel']",96.0,15.0,7847,Los Angeles Galaxy,4-3-3,8067,Seattle Sounders,4-4-2,507276,J. Paintsil,LWF,,,,,,,2387592687.0,4.8071035,['transition_low'],4.0,1.0,"{'x': 4, 'y': 85}","{'x': 37, 'y': 68}","{'id': 8067, 'name': 'Seattle Sounders', 'formation': '4-4-2'}",,,,,"{'id': 340392, 'name': 'Nathan', 'position': 'RCB'}",offensive_duel,False,False,,,False,,2387592687.0,,,,,,,,,,,,,,,,,,869,189518,
